drugName,condition,review,rating,usefulCount,condition_cat,stemmedReview
Testim,"Hypogonadism, Male","""Started using Testim but had ups and downs and stunk like bad perfume and was changed to Androgel. Like it&#039;s smell and dries really well but my level is going backwards again. Thinking about going back on Testim.""",7.0,22,69,start use testim up down stunk like bad perfum chang androgel like smell dri realli well level go backward think go back testim
Emend,"Nausea/Vomiting, Postoperative","""I always get nausea and vomiting with anesthesia even when taking other anti-nausea meds. Was given Emend prior to gallbladder removal. Woke up with absolutely no nausea. Worked great for me!""",10.0,1,86,i alway get nausea vomit anesthesia even take anti nausea med wa given emend prior gallbladd remov woke absolut nausea work great
Methylphenidate,Depression,"""Methylphenidate has changed my life.  My depression is almost nonexistent now.  I have also stopped dwelling on problems.  I take 54 mg methylphenidate xr, along with 225 mg effexor xr.""",10.0,54,40,methylphenid chang life my depress almost nonexist i stop dwell problem i mg methylphenid xr along mg effexor xr
Topiramate,ibromyalgia,"""I didn&#039;t like Topamax. I became very paranoid, anxious and since I have been off of it I still have mild side effects from it. Not a good experience. Glad it works for some.""",1.0,42,134,i like topamax i becam paranoid anxiou sinc i i still mild side effect not good experi glad work
Escitalopram,Depression,"""I am a 35 year-old female. I&#039;ve always been a melancholic person (given my family history of anxiety and anger issues) but when I was younger, I have been able to experience some happiness. As I got older and had two kids, it got worse. I would get angry or sad at a drop of a hat, after which I would sink into depression. It also became more difficult to manage stress and anxiety. I began seeing a therapist who suggested that I get a physical with my primary care physician and ask if I can get a prescription for anti-depressants. I was put on 10 mg. of Lexapro. During the first few days, I was light-headed, groggy, and aware of every sensation in my body. I was also very thirsty. After a week, I felt the benefits. I feel happy again.""",10.0,81,40,i year old femal i alway melanchol person given famili histori anxieti anger issu i younger i abl experi happi as i got older two kid got wors i would get angri sad drop i would sink depress it becam difficult manag stress anxieti i began see therapist suggest i get physic primari physician ask i get prescript anti depress i put mg lexapro dure first day i light head groggi awar everi sensat bodi i thirsti after week i felt benefit i feel happi
Acyclovir,Herpes Simplex,"""If you get a cold sore outbreak in your mouth. Don&#039;t walk, RUN to the nearest medical practitioner that can give you a prescription of Acyclovir. Usually an outbreak would last me 3 weeks with just using over the counter creams. With the medication, my mouth was back to normal after 4 days.""",10.0,36,61,if get cold sore outbreak mouth don walk run nearest medic practition give prescript acyclovir usual outbreak would last week use counter cream with medic mouth back normal day
Linzess,"Constipation, Chronic","""Severe bloating , abdominal pains. When it does work , I get diarrhea along with cramps.  I actually think this made me more constipated.""",3.0,22,35,sever bloat abdomin pain when work i get diarrhea along cramp i actual think made constip
Qsymia,Weight Loss,"""Made me jittery and could not sleep. Lost weight but side effects were very bad. Doctor switched me to Belviq. See what happens. No insurance coverage yet. Still fighting for it with them.""",1.0,59,131,made jitteri could sleep lost weight side effect bad doctor switch belviq see happen no insur coverag yet still fight
Orthovisc,Osteoarthritis,"""This is my third round of orthovisc. My great fear was the pain during the injections as well as after. I got the first round last Monday. The first knee was killer!  For the other knee she used lidocaine type medicine and then the orthovisc. Easy peazy!!!!!  I am eager to get back on my bike and ride until winter gives me no choice but to stay indoors. I am grateful for orthovisc. I&#039;ve had 3 years of success - although I do NOT recommend waiting a year between treatments. It was a bad decision for me.""",8.0,30,93,thi third round orthovisc my great fear pain inject well i got first round last monday the first knee killer for knee use lidocain type medicin orthovisc easi peazi i eager get back bike ride winter give choic stay indoor i grate orthovisc i year success although i not recommend wait year treatment it bad decis
Silodosin,Benign Prostatic Hyperplasia,"""52 hrs old, I started taking Flomax for BPH. It completely blocked my sinus. So I asked for something different. My urologist prescribed Rapaflo, but they blocked sinus was even worse and it cost me 260.00 for 30 pills! Horrible medicine! Avoid at all costs.""",1.0,10,21,hr old i start take flomax bph it complet block sinu so i ask someth differ my urologist prescrib rapaflo block sinu even wors cost pill horribl medicin avoid cost
Amitriptyline,Insomnia,"""I have been on Ambien for many years and it stopped working for me. My dr. has tried some other meds, but so far nothing seems to work. I&#039;ve been on Elavil for about a week now and it seems as if I&#039;m taking a sugar pill. It&#039;s just not working for me I wish it did work as well for as it has for others.""",1.0,15,72,i ambien mani year stop work my dr tri med far noth seem work i elavil week seem i take sugar pill it work i wish work well other
